AwardID,AwardType,LegalBusinessName,ContractingAgency,DateSigned,ActionObligation,ReferencedIDV,ContractingOffice,NAICS_Code,PSC_Code,EntityCity,UniqueEntityID_DUNS,EntityState,UniqueEntityID_SAM,Zip,UltimateParentUniqueEntityID_DUNS,UltimateParentLegalBusinessName,UltimateParentUniqueEntityID_SAM,CAGE_Code
,DELIVERY ORDER,"BAUMGARDNER, WILLIAM",ATF ACQUISITION AND PROPERTY MGMT DIV,"February 24, 2022"," $1,000",15A00021GAQA00185,ATF,561611,R499,CONWAY,832153659,AR,G6VUEN5QTGT5,720347393,832153659,BAUMGARDNER  WILLIAM,G6VUEN5QTGT5,5TQU1
,DELIVERY ORDER,"DIRMEYER, DAVID",ATF ACQUISITION AND PROPERTY MGMT DIV,"February 24, 2022"," $2,000",15A00021GAQA00412,ATF,561611,R615,DAPHNE,080303689,AL,W167BGRRJAC6,365264739,080303689,DIRMEYER  DAVID,W167BGRRJAC6,7NEM7
,DELIVERY ORDER,"PRENAX, INC.",ATF ACQUISITION AND PROPERTY MGMT DIV,"February 24, 2022"," $40,737.53",47QREA20D001E,ATF,511120,R612,CONCORD,127367261,NH,ZC7NG9FTYPU4,033015019,264056606,PRENAX  INC.,TMTFP5X7Y8N9,8AJH0
,BPA CALL,"TALLANT, ALBERT",ATF ACQUISITION AND PROPERTY MGMT DIV,"February 24, 2022", $17.46,DJA17AHDQS0301,ATF,611430,R499,PORT SAINT JOE,080485136,FL,KKPPSHMJPD66,32456,080485136,TALLANT  ALBERT,KKPPSHMJPD66,7S8Z4
,PURCHASE ORDER,ENSIGN-BICKFORD AEROSPACE & DEFENSE COMPANY,ATF ACQUISITION AND PROPERTY MGMT DIV,"February 24, 2022"," $21,517.2",,ATF,325920,1375,SIMSBURY,039119057,CT,JU3GGVGN9ML8,060702420,058509654,ENSIGN-BICKFORD INDUSTRIES  INC.,J3LWW88JY3P9,96336
,DELIVERY ORDER,"INTEGRATED MEDICAL SOLUTIONS, INC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", $0,15B10121D00000103,FPC ALDERSON,622110,Q999,MANSFIELD,841580934,TX,GGZLMBZXBCE3,760632721,841580934,INTEGRATED MEDICAL SOLUTIONS  INC,GGZLMBZXBCE3,47SK6
,DELIVERY ORDER,"INTEGRATED MEDICAL SOLUTIONS, INC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", $0,15B10121D00000103,FPC ALDERSON,622110,Q999,MANSFIELD,841580934,TX,GGZLMBZXBCE3,760632721,841580934,INTEGRATED MEDICAL SOLUTIONS  INC,GGZLMBZXBCE3,47SK6
,PURCHASE ORDER,"NAPHCARE, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", $173.08,,FPC ALDERSON,622110,Q201,BIRMINGHAM,004677399,AL,GB3CE4QXH6A4,352162158,004677399,NAPHCARE  INC.,GB3CE4QXH6A4,3PKZ3
,PURCHASE ORDER,"NAPHCARE, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", $101.5,,FPC ALDERSON,622110,Q201,BIRMINGHAM,004677399,AL,GB3CE4QXH6A4,352162158,004677399,NAPHCARE  INC.,GB3CE4QXH6A4,3PKZ3
,PURCHASE ORDER,"NAPHCARE, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $15,547.72",,FPC ALDERSON,622110,Q201,BIRMINGHAM,004677399,AL,GB3CE4QXH6A4,352162158,004677399,NAPHCARE  INC.,GB3CE4QXH6A4,3PKZ3
,PURCHASE ORDER,"NAPHCARE, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $36,462.31",,FPC ALDERSON,622110,Q201,BIRMINGHAM,004677399,AL,GB3CE4QXH6A4,352162158,004677399,NAPHCARE  INC.,GB3CE4QXH6A4,3PKZ3
,PURCHASE ORDER,"NAPHCARE, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $9,661.05",,FPC ALDERSON,622110,Q201,BIRMINGHAM,004677399,AL,GB3CE4QXH6A4,352162158,004677399,NAPHCARE  INC.,GB3CE4QXH6A4,3PKZ3
,PURCHASE ORDER,"NAPHCARE, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", $0,,FPC ALDERSON,622110,Q201,BIRMINGHAM,004677399,AL,GB3CE4QXH6A4,352162158,004677399,NAPHCARE  INC.,GB3CE4QXH6A4,3PKZ3
,DELIVERY ORDER,"ALDERSON, TOWN OF",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," -$1,650.48",DJBP010100000061,FPC ALDERSON,221310,S119,ALDERSON,097123251,WV,ZJBNFNG9J7Y7,249100000,097123251,ALDERSON  TOWN OF,ZJBNFNG9J7Y7,4NQK8
,DELIVERY ORDER,MCKESSON CORPORATION,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", -$11.72,36W79720D0001,FPC ALDERSON,325412,6505,IRVING,177667227,TX,S1RUKWWRYFL6,750392402,177667227,MCKESSON CORPORATION,S1RUKWWRYFL6,1MKG3
,PURCHASE ORDER,"SHAVER FOODS, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", -$10.08,,FPC ALDERSON,311991,8945,FAYETTEVILLE,139747026,AR,KZ6RQ2GPDXG3,727017297,139747026,SHAVER FOODS  LLC,KZ6RQ2GPDXG3,3D0D6
,PURCHASE ORDER,"WEBSTAURANT STORE, INC., THE",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $11,327",,FPC ALDERSON,423440,4520,LITITZ,015768305,PA,MJR7JG4X7EF4,175437604,054146402,CLARK ASSOCIATES  INC.,LRHMKYF83YB7,6XF15
,BPA CALL,GLOBAL EMPIRE LLC,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", $220.8,15B10218A00000086,FCI ASHLAND,561320,Q999,HARRISBURG,127326473,PA,EMPGBY26UMZ8,171109453,127326473,GLOBAL EMPIRE LLC,EMPGBY26UMZ8,3XEG5
,BPA CALL,GLOBAL EMPIRE LLC,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", -$220.8,15B10219A00000002,FCI ASHLAND,561320,Q999,HARRISBURG,127326473,PA,EMPGBY26UMZ8,171109453,127326473,GLOBAL EMPIRE LLC,EMPGBY26UMZ8,3XEG5
,DELIVERY ORDER,"MEDLINE INDUSTRIES, LP",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $3,571.43",36C10X22D0003,FMC BUTNER,339112,6515,NORTHFIELD,025460908,IL,DMPAKJ9N9K66,600932753,025460908,MEDLINE INDUSTRIES  INC.,DMPAKJ9N9K66,0PMN3
,PURCHASE ORDER,FEDERAL EXPRESS CORPORATION,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $5,000",,FMC BUTNER,492110,V999,MEMPHIS,610703282,TN,EM7LMJJCF6B7,381321702,003141970,FEDEX CORPORATION,D8YCU3XSC4V5,01FJ4
,PURCHASE ORDER,"ALLEGANY, COUNTY OF",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $50,000",,FCI CUMBERLAND,221310,S119,CUMBERLAND,064891476,MD,L787HTLLFJV3,215022803,064891476,COUNTY OF ALLEGANY,L787HTLLFJV3,436B2
,PURCHASE ORDER,"ALLEGANY, COUNTY OF",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $68,000",,FCI CUMBERLAND,221310,S119,CUMBERLAND,064891476,MD,L787HTLLFJV3,215022803,064891476,COUNTY OF ALLEGANY,L787HTLLFJV3,436B2
,PURCHASE ORDER,"ALLEGANY, COUNTY OF",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $50,000",,FCI CUMBERLAND,221310,S119,CUMBERLAND,064891476,MD,L787HTLLFJV3,215022803,064891476,COUNTY OF ALLEGANY,L787HTLLFJV3,436B2
,BPA CALL,LOYAL SOURCE GOVERNMENT SERVICES LLC,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $1,157.76",DJBP0113BPA16004,FCI MORGANTOWN,561320,Q503,ORLANDO,831017848,FL,Y54FQAPG4TN5,328289374,104913914,LOYAL SOURCE GOVERNMENT SERVICES LLC,UPSAPM86TC63,5JN54
,BPA CALL,"CANON U.S.A., INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", $100,DJD16HQS0013,USP BIG SANDY,333316,3610,ARLINGTON,116194192,VA,DTQLFAEKKCP5,222031678,690549662,CANON INC.,SALUMJK5N5V7,4J871
,BPA CALL,"CANON U.S.A., INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $1,248.76",DJD16HQS0013,USP BIG SANDY,333316,3610,ARLINGTON,116194192,VA,DTQLFAEKKCP5,222031678,690549662,CANON INC.,SALUMJK5N5V7,4J871
,BPA CALL,"CANON U.S.A., INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $1,039.38",DJD16HQS0013,USP BIG SANDY,333316,3610,ARLINGTON,116194192,VA,DTQLFAEKKCP5,222031678,690549662,CANON INC.,SALUMJK5N5V7,4J871
,DELIVERY ORDER,PHAMATECH INCORPORATED,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", $191.25,GS07F5786P,USP BIG SANDY,334516,Q301,SAN DIEGO,947803078,CA,NTBNTF5W31H5,921283401,947803078,PHAMATECH  INCORPORATED,NTBNTF5W31H5,3QXK1
,PURCHASE ORDER,UNITED PARCEL SERVICE CO.,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $1,000",,USP HAZELTON,492110,R602,LOUISVILLE,155953086,KY,YF8QFWJLNBV8,402234015,006991681,UNITED PARCEL SERVICE  INC.,FFB1FPWMTYQ5,0FAG6
,PURCHASE ORDER,"BATES RECYCLING, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", $500,,USP HAZELTON,562111,S205,MARKLEYSBURG,043227590,PA,MLRHQ3ZJUFT4,154591103,043227590,BATES RECYCLING  LLC,MLRHQ3ZJUFT4,8HUD7
,PURCHASE ORDER,"A. F. WENDLING, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $12,510.85",,USP HAZELTON,311999,8945,BUCKHANNON,016033862,WV,T4N7XNNHKPX4,262012374,016033862,A. F. WENDLING  INC.,T4N7XNNHKPX4,1F9Y8
,PURCHASE ORDER,"KOMAX, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $3,700",,FCI MCDOWELL,532420,W074,SOUTH CHARLESTON,081510682,WV,KMQMYYXJSF46,253033110,081510682,KOMAX  LLC,KMQMYYXJSF46,3LFV2
,DELIVERY ORDER,"MEDLINE INDUSTRIES, LP",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $8,000",36C10X22D0003,FCI MCDOWELL,339112,6515,NORTHFIELD,025460908,IL,DMPAKJ9N9K66,600932753,025460908,MEDLINE INDUSTRIES  INC.,DMPAKJ9N9K66,0PMN3
,DELIVERY ORDER,"SEVEN CORNERS, INC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," -$16,938.16",15B20120D00000001,FCC ALLENWOOD,622110,Q201,CARMEL,086710329,IN,H3GHE7HBD384,460325631,086710329,SEVEN CORNERS  INC,H3GHE7HBD384,1YRN8
,PURCHASE ORDER,"FOODS GALORE, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", -$277.75,,FCC ALLENWOOD,311999,8945,PENNSAUKEN,160983128,NJ,J9NESMNH2YF7,081101202,160983128,FOODS GALORE  INC.,J9NESMNH2YF7,0LNN5
,PURCHASE ORDER,"AVMEDICAL, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $13,258.62",,FCC ALLENWOOD,339113,6515,FRANKLIN,116922420,TN,KHVGX8MWAZJ7,370641768,116922420,AVMEDICAL  LLC,KHVGX8MWAZJ7,88R54
,DELIVERY ORDER,UNIVERSITY OF MASSACHUSETTS,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $72,054.13",15B20521D00000001,FMC DEVENS,622110,Q999,WORCESTER,603847393,MA,MQE2JHHJW9Q8,016550002,079520631,UNIVERSITY OF MASSACHUSETTS,MLBQUML9JJT6,6R004
,DELIVERY ORDER,MCKESSON CORPORATION,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", $452.82,36W79720D0001,USP LEWISBURG,325412,6505,IRVING,177667227,TX,S1RUKWWRYFL6,750392402,177667227,MCKESSON CORPORATION,S1RUKWWRYFL6,1MKG3
,DELIVERY ORDER,MCKESSON CORPORATION,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $47,473.88",36W79720D0001,USP LEWISBURG,325412,6515,IRVING,177667227,TX,S1RUKWWRYFL6,750392402,177667227,MCKESSON CORPORATION,S1RUKWWRYFL6,1MKG3
,DELIVERY ORDER,BCT PARTNERS LLC,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", $390.21,HHSN316201200074W,FCI LORETTO,541512,B599,NEWARK,061423377,NJ,PFSLMY1VAK71,071033567,061423377,BCT PARTNERS LLC,PFSLMY1VAK71,3VCG3
,BPA CALL,UNITED PARCEL SERVICE INCORPORATED (OH) (2075),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", $600,GS33FBA016,FCI LORETTO,492110,R602,WASHINGTON,128729373,DC,CBUMNLHTLCD6,200031173,006991681,UNITED PARCEL SERVICE  INC.,FFB1FPWMTYQ5,0T5W7
,DELIVERY ORDER,MCKESSON CORPORATION,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", $0,36W79720D0001,FCI MCKEAN,325412,6505,IRVING,177667227,TX,S1RUKWWRYFL6,750392402,177667227,MCKESSON CORPORATION,S1RUKWWRYFL6,1MKG3
,DEFINITIVE CONTRACT,PPL ELECTRIC UTILITIES CORPORATION,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $51,000",,FCI SCHUYLKILL,221112,S112,ALLENTOWN,007909427,PA,SQ4JCSNMRGR9,181011139,835433830,PPL CORPORATION,NM7KRVNLHLU5,1P5G3
,PURCHASE ORDER,"UGI UTILITIES, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", -$300,,FCI SCHUYLKILL,221210,6830,DENVER,799376595,PA,DPUUU691KM85,175179039,007915069,UGI CORPORATION,CT6VA36Z2F74,1E4N6
,PURCHASE ORDER,SCHUYLKILL COUNTY MUNICIPAL AUTHORITY,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," -$2,503.56",,FCI SCHUYLKILL,221310,S114,POTTSVILLE,002340305,PA,TXQZPQ8QWZE6,179013506,002340305,SCHUYLKILL COUNTY MUNICIPAL AUTHORITY,TXQZPQ8QWZE6,3KVV7
,PURCHASE ORDER,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," -$4,496.11",,FCI SCHUYLKILL,221210,6830,LOUISVILLE,141092333,KY,KHV5NML35K71,402203788,001807150,CONSTELLATION NEWENERGY - GAS DIVISION  LLC,RQNMMKNVVES8,4NJ31
,PURCHASE ORDER,SCHUYLKILL COUNTY MUNICIPAL AUTHORITY,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," -$2,068.37",,FCI SCHUYLKILL,221310,S114,POTTSVILLE,002340305,PA,TXQZPQ8QWZE6,179013506,002340305,SCHUYLKILL COUNTY MUNICIPAL AUTHORITY,TXQZPQ8QWZE6,3KVV7
,PURCHASE ORDER,"BIG DADDY FOODS, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," -$19,000",,FCI SCHUYLKILL,311421,8915,HOUSTON,626669068,TX,XN1DFTKL8PU5,770244559,626669068,BIG DADDY FOODS  INC.,XN1DFTKL8PU5,72T72
,DELIVERY ORDER,"CONSTELLATION NEWENERGY, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $35,216",47PA0418D0018,FCI ELKTON,221112,S112,BALTIMORE,879723468,MD,QAT9V8BJQ4N9,212313380,001807150,EXELON CORPORATION,RQNMMKNVVES8,33EG0
,DELIVERY ORDER,"CORRECTIONAL DIAGNOSTIC IMAGING, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $1,000",15B21621D00000001,FCI ELKTON,621512,Q527,LITITZ,941701138,PA,FZDLLSSKC3X8,175432808,941701138,CORRECTIONAL DIAGNOSTIC IMAGING  INC.,FZDLLSSKC3X8,3NVY0
,BPA CALL,QUEST DIAGNOSTICS INCORPORATED,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", $795.48,15BNAS20A00000070,FCI BERLIN,621511,Q301,SECAUCUS,056354640,NJ,UC5SPMUJF8V3,070943619,056354640,QUEST DIAGNOSTICS INCORPORATED,UC5SPMUJF8V3,1FHB9
,BPA CALL,QUEST DIAGNOSTICS INCORPORATED,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", $0,15BNAS20A00000070,FCI BERLIN,621511,Q301,SECAUCUS,056354640,NJ,UC5SPMUJF8V3,070943619,056354640,QUEST DIAGNOSTICS INCORPORATED,UC5SPMUJF8V3,1FHB9
,DELIVERY ORDER,"INTEGRATED MEDICAL SOLUTIONS, INC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $6,000",DJBP021800000007,FCI BERLIN,622110,Q512,MANSFIELD,841580934,TX,GGZLMBZXBCE3,760632721,841580934,INTEGRATED MEDICAL SOLUTIONS  INC,GGZLMBZXBCE3,47SK6
,PURCHASE ORDER,CLARK'S TRADING CO.,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," -$1,413.6",,FCI BERLIN,311999,8905,MUKWONAGO,626516223,WI,EBUSG4R9PSG5,53149,626516223,CLARK'S TRADING CO.,EBUSG4R9PSG5,3JPB4
,DELIVERY ORDER,FEDERAL EXPRESS CORPORATION,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $6,000",DJJ16PSSV2676,FCC COLEMAN,492110,V999,MEMPHIS,610703282,TN,EM7LMJJCF6B7,381321702,003141970,FEDEX CORPORATION,D8YCU3XSC4V5,01FJ4
,BPA CALL,QUEST DIAGNOSTICS INCORPORATED,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $36,294",15BNAS20A00000070,FCC COLEMAN,621511,Q301,SECAUCUS,056354640,NJ,UC5SPMUJF8V3,070943619,056354640,QUEST DIAGNOSTICS INCORPORATED,UC5SPMUJF8V3,1FHB9
,DELIVERY ORDER,MCKESSON CORPORATION,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $5,029.08",36W79720D0001,FCC COLEMAN,325412,6505,IRVING,177667227,TX,S1RUKWWRYFL6,750392402,177667227,MCKESSON CORPORATION,S1RUKWWRYFL6,1MKG3
,DELIVERY ORDER,BCT PARTNERS LLC,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", $159.64,15BNAS21D00000087,FCI MARIANNA,541512,Q522,NEWARK,061423377,NJ,PFSLMY1VAK71,071033565,061423377,BCT PARTNERS LLC,PFSLMY1VAK71,3VCG3
,BPA CALL,"GLC ON-THE-GO, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $4,065.6",15B30821A0000001,FCI MARIANNA,561320,Q999,WESTON,831131243,FL,JERGNY4TKXC5,333313841,831131243,GLC ON-THE-GO  INC.,,5KFC0
,BPA CALL,"GLC ON-THE-GO, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $3,862.32",15B30821A0000001,FCI MARIANNA,561320,Q999,WESTON,831131243,FL,JERGNY4TKXC5,333313841,831131243,GLC ON-THE-GO  INC.,,5KFC0
,BPA CALL,CELLCO PARTNERSHIP,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", $519.92,15JPSS21A00000293,FCI MARIANNA,517312,7E21,BASKING RIDGE,968904698,NJ,CK77N4SCAJD3,079201025,107212169,VERIZON COMMUNICATIONS INC.,KLVFB6J1M377,1HWU7
,BPA CALL,"NITELINES USA, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $6,233.6",15B30819A00000002,FCI MARIANNA,561320,Q999,SUWANEE,927618835,GA,U7CXNS7WKN27,300241828,927618835,NITELINES USA  INC.,U7CXNS7WKN27,089X7
,BPA CALL,"NITELINES USA, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $13,460.8",15B30818A00000001,FCI MARIANNA,561320,Q201,SUWANEE,927618835,GA,U7CXNS7WKN27,300241828,927618835,NITELINES USA  INC.,U7CXNS7WKN27,089X7
,PURCHASE ORDER,WHOLESOME FOOD PRODUCTS LLC,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", -$39.6,,FCI MIAMI,311999,8905,PLANTATION,117855294,FL,S8FNTY4ERRT1,333244414,117855294,WHOLESOME FOOD PRODUCTS LLC,S8FNTY4ERRT1,8V3W4
,BPA CALL,"NITELINES USA, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $5,076.42",15B30918A00000002,FCI MIAMI,561320,Q999,SUWANEE,927618835,GA,U7CXNS7WKN27,300241828,927618835,NITELINES USA  INC.,U7CXNS7WKN27,089X7
,DELIVERY ORDER,"NAPHCARE, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $200,000",DJBP030900000032,FCI MIAMI,622110,Q201,BIRMINGHAM,004677399,AL,GB3CE4QXH6A4,352162158,004677399,NAPHCARE  INC.,GB3CE4QXH6A4,3PKZ3
,BPA CALL,"NITELINES USA, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $6,314.4",15B30919A00000005,FCI MIAMI,561320,Q999,SUWANEE,927618835,GA,U7CXNS7WKN27,300241828,927618835,NITELINES USA  INC.,U7CXNS7WKN27,089X7
,PURCHASE ORDER,"NORTH STAR IMPORTS, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $46,590.12",,FCI MIAMI,311999,8945,SAINT PAUL,078359546,MN,CB67WJHP34K9,551221388,078359546,NORTH STAR IMPORTS  LLC,CB67WJHP34K9,6S9R0
,PURCHASE ORDER,"MIAMI-DADE, COUNTY OF",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $100,905.7",,FCI MIAMI,221310,S114,MIAMI,150470060,FL,DJBEHJJ8G898,331461520,004148292,COUNTY OF MIAMI-DADE,MKEJWVSEURF3,1PH02
,DELIVERY ORDER,MCKESSON CORPORATION,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $79,799.95",36W79720D0001,FCI TALLAHASSEE,325412,6505,IRVING,177667227,TX,S1RUKWWRYFL6,750392402,177667227,MCKESSON CORPORATION,S1RUKWWRYFL6,1MKG3
,DELIVERY ORDER,"SEVEN CORNERS, INC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $191,401.85",15B31521D00000001,FCC YAZOO CITY,622110,Q999,CARMEL,086710329,IN,H3GHE7HBD384,460325631,086710329,SEVEN CORNERS  INC,H3GHE7HBD384,1YRN8
,DELIVERY ORDER,"SEVEN CORNERS, INC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $119,431.49",15B31521D00000001,FCC YAZOO CITY,622110,Q999,CARMEL,086710329,IN,H3GHE7HBD384,460325631,086710329,SEVEN CORNERS  INC,H3GHE7HBD384,1YRN8
,DELIVERY ORDER,"SEVEN CORNERS, INC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $120,000",15B31521D00000001,FCC YAZOO CITY,622110,Q999,CARMEL,086710329,IN,H3GHE7HBD384,460325631,086710329,SEVEN CORNERS  INC,H3GHE7HBD384,1YRN8
,DELIVERY ORDER,INTERACTIVE MEDICAL SPECIALISTS INC,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $112,120.7",V797D40153,FCI WILLIAMSBURG,561320,Q701,SAN RAFAEL,941090052,CA,DGFGRL2L8553,949032795,941090052,INTERACTIVE MEDICAL SPECIALIST,DGFGRL2L8553,09UH4
,DELIVERY ORDER,"SEVEN CORNERS, INC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $2,282.87",DJBP031600000019,FCI WILLIAMSBURG,622110,Q201,CARMEL,086710329,IN,H3GHE7HBD384,460325631,086710329,SEVEN CORNERS  INC,H3GHE7HBD384,1YRN8
,DELIVERY ORDER,"SEVEN CORNERS, INC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", $11.46,DJBP031600000019,FCI WILLIAMSBURG,622110,Q201,CARMEL,086710329,IN,H3GHE7HBD384,460325631,086710329,SEVEN CORNERS  INC,H3GHE7HBD384,1YRN8
,DELIVERY ORDER,"SEVEN CORNERS, INC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", $570.86,DJBP031600000019,FCI WILLIAMSBURG,622110,Q201,CARMEL,086710329,IN,H3GHE7HBD384,460325631,086710329,SEVEN CORNERS  INC,H3GHE7HBD384,1YRN8
,DELIVERY ORDER,"SEVEN CORNERS, INC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022", $216.07,DJBP031600000019,FCI WILLIAMSBURG,622110,Q201,CARMEL,086710329,IN,H3GHE7HBD384,460325631,086710329,SEVEN CORNERS  INC,H3GHE7HBD384,1YRN8
,DELIVERY ORDER,MCKESSON CORPORATION,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $5,415.96",36W79720D0001,FCI WILLIAMSBURG,325412,6505,IRVING,177667227,TX,S1RUKWWRYFL6,750392402,177667227,MCKESSON CORPORATION,S1RUKWWRYFL6,1MKG3
,DELIVERY ORDER,MCKESSON CORPORATION,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $24,311.69",36W79720D0001,FCI WILLIAMSBURG,325412,6505,IRVING,177667227,TX,S1RUKWWRYFL6,750392402,177667227,MCKESSON CORPORATION,S1RUKWWRYFL6,1MKG3
,BPA CALL,"PREFERRED HEALTHCARE REGISTRY, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $3,885",DJBP0401BPA17001,MCC CHICAGO,621210,Q518,SAN DIEGO,825318983,CA,GMM7LV7413R4,921231225,825318983,PREFERRED HEALTHCARE REGISTRY  INC.,GMM7LV7413R4,3TYE5
,BPA CALL,QUEST DIAGNOSTICS INCORPORATED,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"February 24, 2022"," $5,000",15BNAS20A00000070,MCC CHICAGO,621511,Q301,SECAUCUS,056354640,NJ,UC5SPMUJF8V3,070943619,056354640,QUEST DIAGNOSTICS INCORPORATED,UC5SPMUJF8V3,1FHB9
